Geneid,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_121_R11_S05#,PD_121_R13_S05#,PD_121_R15_S05#,PD_121_R5_S05#2,PD_121_R7_S05#2,PD_121_R9_S05#2,PD_122_R11_S05#,PD_122_R13_S05#,PD_122_R15_S05#,PD_122_R5_S05#2,PD_122_R7_S05#2,PD_122_R9_S05#2,PD_123_R11_S05#,PD_123_R13_S05#,PD_123_R5_S05#1,PD_123_R7_S05#1,PD_123_R9_S05#1
b2892,6.330046022,6.262932584,6.182600554,5.611270862,5.595388617,5.627419339,5.795598528,5.470391039,6.176917149,5.627312661,5.542284206,5.646072884,5.620651878,5.487822415,6.207903341,5.627284173,5.772147729,5.509742474,5.746451323,5.310492013,5.510181526,5.382431199,5.613015512
b2893,7.301853312,7.153189176,7.286226507,6.647378134,6.574220596,6.655523468,6.87404343,6.634864384,6.949346002,6.515540226,6.553874538,6.727331178,6.864466613,6.631596549,6.887096451,6.524023304,6.931122496,6.762738998,6.875109775,6.560861589,6.539524561,6.63104023,6.694649163
b2894,6.686520632,6.543697746,6.607750242,6.165701215,6.221670779,6.295053037,6.428489452,6.207921678,6.448875231,6.251596243,6.174922979,6.327914456,6.424665381,6.274228103,6.49416313,6.001895708,6.283857689,6.187155161,6.424113377,6.208083633,6.158855451,6.21337266,6.24233473
b2895,7.592048375,7.541062116,7.419347008,7.119394618,6.989233319,7.031627365,7.172099164,6.876008972,7.516620867,7.257613586,7.070299837,6.89981899,7.248597442,6.818118592,7.63627395,7.283665082,7.226744907,6.664487985,7.302816791,6.699017322,7.223051043,6.748993051,6.909203258
b2896,7.591826824,7.478942243,7.342408719,6.421938273,6.279438233,6.373742023,6.916981348,6.481361112,6.66467703,6.527647944,6.614901928,6.320708577,6.637074533,6.410826762,6.774931378,6.514023515,6.802921837,6.377794713,6.828470813,6.335607925,6.19948997,6.229005288,6.386389551
b2897,8.996898798,9.121534759,8.923356474,7.922176182,7.84788918,7.948221672,8.337271788,8.03708422,8.222885775,7.866128451,8.143989546,7.977043454,8.406495396,7.979127912,8.20804212,8.035421489,8.374050597,7.925276154,8.444892855,7.949855776,8.007430973,7.944254833,7.948851118
b2898,8.360425787,8.384130402,8.291875896,7.689663821,7.714663388,7.691546949,7.934471917,7.910703729,7.782162662,7.608263843,7.744160129,7.896089565,7.920978716,7.853379735,7.7309369,7.571864731,7.827029952,7.843455801,7.960822756,7.774201223,7.783779649,7.835974379,7.89424529
b2899,9.566108376,9.542636987,9.489998208,10.25800231,10.14207306,10.15223763,9.961022144,10.17575428,9.655261603,10.37451025,10.59223118,9.993490454,9.98268877,10.54218458,9.79415574,10.22661602,10.73071706,9.908846922,10.05129112,10.22029855,10.03696351,10.26275065,10.0802866
b2900,7.108257827,7.037082986,6.933198973,6.461211386,6.428799153,6.409116272,6.764274356,6.182803138,6.666271954,6.47128118,6.501741193,6.429342592,6.737066473,6.40733663,6.78061882,6.490973211,6.536635875,6.342794152,7.017033652,6.463934641,6.614711175,6.5632312,6.405808266
b2901,6.431546053,6.353993567,6.374529052,6.144095742,6.228244188,6.188067453,6.706518758,6.165903531,6.481203388,5.884374411,5.729934825,6.237009773,6.798692827,5.95795657,6.224268852,5.920578868,5.631312046,6.235940465,6.549467812,6.22928384,6.114871512,6.112578479,6.291629581
b2902,5.083077706,4.926944418,4.909931038,3.881706284,3.929689901,3.938845407,3.323074183,4.055909562,4.328142007,3.694237063,3.921656812,3.903334144,3.332036563,3.904950494,4.124903596,3.703565851,3.647131852,3.466062661,3.307115951,3.923248597,3.8133593,3.879316866,3.733147066
b2903,7.342873753,7.174106534,7.179833223,6.128099002,6.300845505,6.307922078,5.937844648,6.241263223,6.306292843,6.007304457,5.906267892,5.79496345,5.98085688,5.943233856,6.207170352,5.958983308,5.65224684,5.887466563,6.012149582,6.231143453,6.181658424,6.125200584,5.870802254
b2904,7.793604665,7.923077981,7.902896054,6.788404256,6.852947926,6.889684609,6.875512267,7.068723667,6.809861865,6.789210702,6.837466191,6.703478629,6.748720092,6.543294137,6.698255807,6.905718418,6.834219971,6.750431037,6.823664458,6.73581437,6.902129742,6.72918334,6.508514835
b2905,7.695091445,7.419716315,7.479518037,6.685611441,6.738993698,6.780185712,6.371687542,6.783342929,6.608835554,6.452738911,6.38213591,6.423438624,6.226240115,6.654430375,6.515476004,6.475729456,6.247415681,6.405188802,6.387832237,6.751516927,6.617731119,6.653731896,6.418098639
b4754,0,1.109773386,1.690964497,0,0.989344857,1.999791554,3.148298783,1.567510093,2.013223721,2.061344919,1.660607623,0,1.102773816,0,1.008356683,1.053887057,1.697840351,2.024909847,2.460324322,0.991540442,2.612989261,1.580895623,2.364448995
b2906,6.530971993,6.323496237,6.321531389,6.024887645,6.097835651,6.000906432,6.246671639,5.847169756,6.394426272,5.827095065,5.589907986,5.803111064,6.288573664,5.911606212,6.459831798,5.895648469,5.561513229,5.753340933,6.25233773,5.839009778,6.029501676,5.999881077,5.945539779
b2907,7.176046149,7.076813339,7.113037426,6.698374522,6.727191503,6.78118442,6.955770864,6.687540158,7.089114503,6.861968625,6.757341022,6.481125892,6.770552325,6.656589383,7.161919701,6.78970154,6.807903276,6.606566421,6.923626702,6.450684228,6.766257794,6.576357399,6.512841708
b2908,8.292594303,8.221206856,8.338743638,7.785884794,7.894024827,7.801676679,8.163251829,7.797758855,8.233534608,7.632997003,7.539603607,7.752646924,8.091128147,7.648918304,8.179374658,7.506109101,7.464691021,7.786191012,8.115288718,7.859287198,7.83209172,7.754331212,7.781587731
b2909,8.29723292,8.11838092,7.9646807,7.792005237,7.816471432,7.758516147,8.112075227,7.604401782,8.223180561,7.519541951,7.412238649,7.689564566,8.019093553,7.608249127,8.209425226,7.786711373,7.460742124,7.762470462,8.151715766,7.729285387,7.833178197,7.696555016,7.676869728
b2910,9.510460847,9.68712779,9.606655817,10.22953387,10.06293136,10.16716326,9.82067954,10.08088755,10.373363,10.86746671,10.89908551,9.911766542,9.828064717,10.28892609,10.53172651,11.13282362,10.72000785,9.746419103,9.892452427,9.75804712,10.14564512,9.866143036,9.694944766
b2912,6.242389016,6.113145074,5.982623833,6.305915203,6.451749109,6.452602202,6.790452576,6.045627216,6.874279037,6.301186932,5.927433345,6.175429446,6.842839044,6.085762409,6.922037331,6.30159168,5.8407707,6.205542899,6.938009617,6.004690942,6.483542817,6.042318346,6.168936074
b4665,1.374866632,2.084992489,1.356204329,0,0,1.92579463,2.051872488,0,1.273329979,1.310970766,2.009381251,0,2.892772655,0,1.272779175,2.812754832,0,1.282445782,0,0,0,0,1.965208595
b2913,9.969500741,9.801156558,9.753164628,10.04456026,10.05661231,10.02350366,10.54702192,8.943777812,11.09836404,10.02095807,9.078266072,9.558191165,10.52922989,9.001424377,10.99946851,9.950079016,9.127581833,9.518373257,10.51598425,8.982536338,10.04546639,9.08813519,9.589775809
b2914,8.841569594,9.032105086,8.94917769,8.134113541,8.097345939,8.099764153,8.606853485,8.033160789,8.539835593,8.049316544,7.834358741,8.201748056,8.697318594,7.732886883,8.487554668,8.099272248,7.887394386,8.120268022,8.646148948,7.933801669,8.128795107,7.979088715,8.130552467
b2915,3.913792449,3.813026148,3.803963321,3.80246695,3.509728737,3.700183165,3.896597575,3.792313699,3.633562352,3.355119672,4.063500747,3.522740948,3.566902692,3.777045876,3.544482451,3.076385212,4.275098259,3.465474927,3.731401777,4.040324859,3.312187678,3.276559515,3.382780227
b2916,6.364275518,6.253629161,6.341620641,6.682380737,6.698398955,6.558941682,6.933239414,6.658430124,6.953981343,6.567349839,6.576500044,6.617988095,6.878693959,6.695491955,6.938589122,6.548717104,6.42055259,6.624684082,6.990967399,6.702777007,6.60816198,6.551738806,6.49173658
b2917,2.539468253,2.395931456,2.300868484,1.830789745,1.9611932,1.947924408,1.965102422,2.013607764,1.773211406,1.978728001,1.90727355,1.808296903,1.814285105,2.099219127,1.613542498,1.711779766,1.87987231,1.942977988,1.848504609,1.875977366,1.9281951,2.147828512,1.478973101
b2918,1.955948696,1.901043188,2.192614023,1.808754958,1.838339274,1.748886635,1.711289358,2.136015726,1.932553488,1.769345455,2.002834135,1.918919841,1.964860279,2.041239078,2.05545149,1.748322134,1.904715922,1.446740976,2.1121314,2.196638783,1.619057724,1.81534472,1.590858909
b2919,3.268464039,3.413313215,3.004759861,2.357247526,2.438956218,2.689149687,2.83283849,2.825109021,2.630580609,2.309495056,2.231430571,2.434468124,3.063350984,2.45472515,2.470068139,2.261578113,1.955310343,2.238164742,2.653995139,2.442562564,2.833014116,2.754165882,2.351075721
b2920,2.53195535,2.870747736,2.615067638,1.992170142,2.066839934,2.023733095,2.252631806,2.26075178,2.115885939,2.085617067,2.208359037,1.907303641,2.406543425,2.439261863,2.11516317,2.041602443,2.17154672,1.899700767,2.273984765,2.126927001,2.374485908,2.276723407,2.289431323
b2921,4.040433337,4.045154903,4.002443419,3.346671398,3.710064709,3.52183897,3.267390028,3.578071552,3.133104438,3.460216718,3.648191618,4.798582564,3.554273516,3.854547612,3.414516718,3.147359715,3.732707365,4.763352063,3.528957198,3.886552202,3.295457091,3.832030215,4.847195503
b2922,7.776812277,7.710667991,7.818462403,8.004117916,8.095547607,8.050893518,7.807697192,7.814284743,8.453886531,7.946076686,7.496697879,7.857085648,7.69675533,7.716314911,8.420965012,7.939377475,7.495674815,7.896060552,7.668290577,7.759335404,8.051555056,7.717733778,7.880255148
b2923,4.6978773,4.553665211,4.500512181,4.391913515,4.547367213,4.630464032,4.853116088,4.416964737,4.707913528,4.724101153,4.448906824,4.364641522,4.701027354,4.448760742,5.047293897,4.498476599,4.231419125,4.533772851,4.763981261,4.451868867,4.438507849,4.288654462,4.401973197
b2924,7.629260858,7.515874591,7.508782491,8.640228776,8.610950689,8.721405477,8.02877188,7.089325299,10.14677797,8.590833526,7.14946005,7.834384893,7.919263484,7.037257349,10.17014093,8.580983752,7.163014863,7.776240214,8.045947425,6.967966251,8.547541114,7.10730058,7.882065517
b2925,9.760975965,9.792180699,9.782409466,9.586307235,9.703642311,9.694447856,9.747861909,9.314918214,10.59069347,9.380996488,8.982096363,11.17830143,9.824854049,9.087772718,10.44197401,9.430105031,8.80090766,11.15539973,9.656195467,9.394261007,9.636141079,9.255190635,11.13402548
b2926,9.276071503,9.275836949,9.306438073,9.076486063,9.197465706,9.237979511,9.226962843,8.992179292,9.766589949,8.792270823,8.554835201,10.69151067,9.386484076,8.803852527,9.466194406,8.850221493,8.284384653,10.66515613,9.080480986,9.144673211,9.089542105,9.022097989,10.6285218
b2927,7.134147089,7.158071398,7.185265572,7.099698677,7.097950693,7.005150637,6.835156331,7.176131781,7.244495138,6.917440197,6.931255244,10.41854041,6.833382994,7.182285835,7.17784441,7.023712891,7.13096872,10.34180642,6.757303631,7.162589535,7.090513602,7.093334214,10.35053446
b2928,5.898432826,5.977127544,5.858705535,5.620336156,5.590293024,5.543442239,5.293030004,5.412410648,5.867948057,5.623246974,5.424870421,5.436812415,5.23229583,5.412344342,5.971962662,5.557136958,5.429977673,5.414512173,5.443521614,5.353361734,5.547149185,5.412387134,5.371460626
b2929,7.001129156,7.18006143,7.078623022,6.647407822,6.554397842,6.409116272,6.675833806,6.338017619,6.764292081,6.847127712,6.547864813,6.575605663,6.597492146,6.445952003,6.798337184,7.022729984,6.827192829,6.319623706,6.592437035,6.116189685,6.497436947,6.274799399,6.345293085
b2930,1.423585485,2.240655355,1.64700303,1.615846948,2.060061829,1.919177087,1.863271446,1.900111602,1.864225336,1.596382724,1.860520705,2.109650532,1.483548296,1.624780119,1.863543884,1.818250633,1.82247106,2.131286455,1.303635467,1.80415772,1.804093709,1.947646928,1.662199804
b4465,1.884846755,2.218402707,1.974448231,2.214708063,1.84415103,1.885307499,2.087409196,1.965100724,2.135294583,1.864853738,1.544953976,2.087969853,2.059432071,1.909423109,2.156251092,2.039892081,1.869891235,2.252846658,2.038430303,2.253272271,1.935665975,2.095083308,2.288818953
b2933,1.117780305,1.384524457,1.05537613,1.543380148,1.05139504,1.293443649,1.061653143,1.412924329,1.407557476,1.305379704,0.937357921,1.319518299,1.255871256,1.327516157,1.028585002,1.242842757,1.665140311,1.383423181,1.239838254,1.600323345,1.450572441,1.488820501,1.429685915
b2934,2.005261636,1.944237366,2.323566393,1.698792952,0.950113534,1.709216931,2.450100128,1.920923487,0.252793431,1.848760085,1.700051132,1.821602952,2.357669192,2.312448066,0.252642452,1.602121962,2.204402174,2.03468025,2.560463956,2.063022634,1.455641106,2.005128857,2.562321466
b2935,8.538237907,8.508955757,8.536769917,8.505945603,8.640806482,8.658106324,9.509573295,8.202938242,8.786765291,8.352631252,8.160192263,8.14558349,9.529217757,8.076738828,8.689688884,8.355340018,7.84734122,8.244573835,9.412000453,8.291286779,8.479932781,8.388350424,8.124808713
b2936,7.107713151,7.207072043,7.141848341,6.823247889,6.754505196,6.741511372,6.734189807,7.469822371,6.935946347,6.880778579,7.409448756,7.066015624,6.659466559,7.531408387,6.958581303,6.897992699,7.598833715,6.977498158,6.768558894,7.435056274,6.929160313,7.304160509,7.161229756
b2937,6.099683132,5.93313334,5.845726565,6.207804643,6.341058934,6.409116272,5.718495241,6.235247818,6.957146774,6.072255165,5.634985753,6.26407458,5.667457175,5.986083533,6.961564654,6.045960958,5.56558495,6.262628276,5.69566888,6.163272703,6.359715124,5.950689275,6.340644069
b2938,7.354740654,7.387305982,7.284678298,7.187701495,7.096414605,7.147511852,6.843300689,7.40208083,7.902278037,7.128188164,7.245151468,7.515255563,6.765087097,7.348246086,7.917590956,7.14890675,7.329622765,7.48511803,6.826674794,7.283771296,7.064093746,7.152921311,7.512181386
b2939,5.863417126,5.654719566,5.600280501,4.905137044,4.353108095,5.143924652,5.432654537,5.580942863,5.73276585,4.904410215,5.557017147,5.649272901,5.142651649,5.486903154,5.896802325,4.960291513,5.14054493,5.676319677,5.411227584,5.127708309,4.890403772,5.354791592,5.540735453
b2940,2.317187808,0.536429952,1.201689994,1.54789784,1.722026261,1.557811917,0,1.540708682,1.124983427,2.233492614,1.816290827,2.072563486,2.192363287,1.352371967,1.36380392,1.974318913,0.905138944,0.844657961,1.858771117,1.546811911,1.7605445,2.165179195,1.386103239
b2941,0,0.825442355,0.455706381,0.730857769,0,0.999861039,0.458986614,0.408517563,1.426065667,1.041185057,0.44387121,0.426034774,0.467339381,0.998960984,0.419221891,0.44223261,0.458408185,0.750304348,0,0.991540442,0,0.734526844,0
b2942,10.6382342,10.5627507,10.55588204,9.223415876,9.22704787,9.139041349,9.175699393,8.714473556,9.648362823,9.008734981,8.440737302,9.045407994,9.081127107,8.630128571,9.577462451,8.945788027,8.235485945,9.016099169,9.220609747,8.737897281,9.208481024,8.666785677,8.993392831
b2943,4.45757577,4.215173676,4.124315007,3.601849602,3.731300449,3.458614749,4.375614778,3.654124238,5.633476732,3.484448583,3.568994161,4.395389178,4.332183656,3.683167041,5.587575953,3.341497938,3.348933205,4.355426115,4.433568931,3.754598922,3.512971984,3.645295075,4.374302904
b2944,4.16142794,3.454518199,3.879845563,4.016788872,4.083593448,4.212475141,4.144039172,3.654695596,4.546442219,4.137116743,3.509798243,3.756627584,4.157184734,3.676970091,4.354192997,3.887040644,3.438534087,3.69028508,4.000207799,3.322206178,4.121123371,3.634761501,3.708597575
b2945,2.129589933,2.605005769,2.712138933,1.74322185,1.461250988,2.030036399,1.874392838,2.130476517,2.412409197,2.43110053,2.072314802,2.104818826,1.786998163,1.752519425,2.310556328,2.193738267,1.819432289,1.615315392,1.927929283,1.637202844,1.777677996,1.799503907,1.57011432
b2946,6.227377914,6.153208004,6.065763361,5.668033518,5.770642694,5.599884439,5.960057027,5.550363042,6.203945661,5.73998181,5.452430718,5.480275181,5.89100935,5.55657426,6.024147305,5.700463081,5.206517746,5.54460705,5.911015122,5.513630723,5.63303984,5.416447507,5.582062962
b2947,7.645696747,7.37771,7.421067105,6.677767724,6.905453012,6.75650718,7.016119539,6.628245357,7.317669505,6.404726893,6.224790829,6.693508547,7.170279991,6.583521542,7.083819101,6.556892726,6.401738428,6.626297165,6.926306511,6.773741801,6.830715782,6.701596092,6.643294883
b2948,8.391423098,8.278166597,8.291646909,8.313452241,8.272224133,8.247347544,8.34659462,8.022415483,8.635945807,8.108242017,7.882675191,7.909603726,8.327111161,8.050554912,8.654558789,8.202708604,7.890593694,7.797204221,8.453734409,8.115222341,8.382758615,8.114513719,7.93914843
b2949,6.920513034,6.969743242,6.987900313,6.897138882,6.893529044,6.682391025,7.04261687,6.613601792,7.231351702,6.72002904,6.482010902,6.472758254,6.915929893,6.587115687,7.224533068,6.747318116,6.524970577,6.57281794,6.961167544,6.602250228,6.943206079,6.598144804,6.384453841
b2950,1.46165698,1.314690906,1.281722688,1.183224921,1.426176298,1.345389281,1.230878572,1.377161421,1.146325941,0.930443637,1.414536305,1.04192475,1.615276989,1.392080409,0.683788367,1.64123307,1.593437816,1.413968035,1.346219633,1.286074617,1.674037561,1.435792374,1.16581474
b2951,6.171139049,6.016823213,6.124690009,6.152687651,6.095607768,6.042724469,6.22962078,5.891977204,6.180362512,5.997717271,5.66406242,5.893624091,6.257060516,5.92142839,6.231277935,5.830434879,5.785186371,6.030590264,6.350859978,5.872398933,6.049744567,5.87435129,5.941160444
b2952,6.726291014,6.628892524,6.72338821,6.789786939,6.793295329,6.962084798,6.950636733,6.669805437,7.129483358,6.49220231,6.59374485,6.686387974,6.965190907,6.738408565,7.265538035,6.689175635,6.543178538,6.617183032,7.05455621,6.676940933,6.957446812,6.63513872,6.868887828
b2953,6.675132978,6.458094966,6.658780962,6.47521797,6.422143409,6.394342754,6.510586353,6.271443863,6.781255078,5.97008054,5.739057408,6.324336299,6.663627939,6.421960182,6.693441837,6.325728429,5.696326822,6.214319117,6.617230798,6.094386677,6.254385788,6.393526569,6.30117995
b2954,6.742388084,6.640329312,6.703477639,6.255825255,6.3118749,6.135033692,6.632370034,6.094844574,6.679390018,6.159138879,6.086208247,6.181093605,6.524324842,5.904117686,6.54999308,6.12168451,5.788362522,6.213681313,6.568862777,6.172690109,6.20848763,6.045649718,6.167054191
b2955,6.154053232,5.983854913,5.899648274,5.529033104,5.543501817,5.593150974,5.782557305,5.351480814,6.000998762,5.50192612,5.499325647,5.445004356,5.708656588,5.490835243,5.979715158,5.472750219,5.305506067,5.59460733,5.851155831,5.385957239,5.617441688,5.411601596,5.456770855
b2956,1.832235711,1.850305085,1.955599077,2.103708357,2.179701583,1.807156403,2.188550138,2.149543223,2.100944643,2.061344919,2.084827858,2.092068774,2.021642898,2.390634832,2.182903454,2.279792886,2.300786131,1.931251538,2.304650858,2.467211612,1.931582751,2.243110223,2.38846745
b2957,3.775337794,3.769393245,3.678228047,3.222664927,3.59297025,3.462931998,3.627563949,3.428811197,4.045435971,2.992736381,3.247524172,3.404826987,3.666047607,3.023276637,3.529943029,2.951252902,3.398139436,3.372745783,3.260174029,3.652658582,3.384540127,3.56865269,3.50085228
b2958,4.891511944,5.057111224,5.131850569,5.580941252,5.636296257,5.564004478,5.159545172,5.520688523,5.859021271,5.186762006,5.166963677,5.645497434,5.436656537,5.376482849,5.450354102,5.263521474,5.482961668,5.686387915,5.080543536,5.657204366,5.531616117,5.489086543,5.572771275
